KOR,MATH,GRADE 
31,59,B
70,84,A
67,37,B
55,38,B
10,97,B
91,30,B
69,94,A
23,34,C
59,32,B
71,69,A
10,56,C
69,90,A
84,61,A
10,17,C
56,54,B
12,87,B
60,97,A
100,17,B
84,19,B
21,51,C
20,16,C
57,27,B
13,77,B
35,45,B
96,29,B
58,26,B
13,17,C
10,49,C
22,60,B
17,57,C
79,56,B
26,81,B
47,53,B
39,92,B
35,43,C
37,65,B
37,33,C
59,72,B
75,41,B
75,12,B
66,54,B
39,26,C
60,20,B
83,89,A
11,19,C
33,61,B
69,30,B
28,18,C
81,50,B
22,34,C
77,66,A
80,92,A
100,93,A
16,19,C
44,41,B
94,31,B
92,36,B
43,44,B
21,27,C
77,63,A
74,15,B
54,24,C
15,30,C
30,82,B
89,93,A
56,35,B
56,75,B
80,94,A
70,47,B
37,34,C
66,58,B
12,62,C
70,87,A
36,50,B
23,95,B
83,13,B
17,32,C
85,28,B
91,40,B
63,49,B
40,45,B
33,46,C
78,76,A
100,24,B
47,21,C
92,79,A
72,45,B
88,51,B
61,36,B
49,89,B
67,63,B
38,95,B
82,24,B
46,90,B
81,73,A
100,48,A
21,68,B
16,94,B
69,96,A
52,50,B
38,41,C
91,99,A
37,17,C
25,41,C
48,55,B
12,10,C
46,27,C
15,69,B
87,98,A
10,69,C
56,49,B
51,93,A
44,63,B
14,34,C
79,97,A
87,34,B
76,41,B
27,52,C
71,13,B
55,71,B
50,18,C
41,75,B
92,14,B
35,13,C
91,100,A
30,78,B
20,68,B
44,22,C
22,68,B
31,73,B
16,41,C
72,75,A
46,64,B
99,71,A
42,34,C
79,47,B
30,36,C
49,51,B
91,79,A
89,35,B
76,22,B
66,91,A
81,14,B
80,75,A
85,78,A
13,89,B
22,71,B
29,29,C
57,56,B
94,83,A
83,62,A
26,61,B
23,91,B
100,50,A
67,32,B
13,80,B
68,74,A
44,56,B
13,34,C
84,21,B
46,23,C
15,49,C
28,97,B
57,73,B
11,67,C
69,80,A
41,92,B
78,43,B
86,69,A
100,73,A
51,91,A
18,76,B
45,25,C
98,30,B
24,47,C
24,24,C
74,64,B
16,78,B
69,17,B
24,53,C
51,94,A
17,68,B
43,35,C
19,47,C
44,76,B
23,48,C
75,55,B
92,80,A
93,62,A
86,12,B
24,20,C
88,11,B
46,25,C
65,97,A
64,50,B
24,88,B
54,71,B
52,10,C
99,29,B
54,28,B
80,14,B
60,40,B
85,39,B
24,29,C
46,73,B
83,37,B
55,33,B
76,80,A
48,95,A
27,24,C
42,70,B
59,84,A
20,65,B
41,13,C
23,45,C
66,34,B
21,86,B
33,25,C
99,97,A
87,42,B
89,49,B
55,37,B
42,24,C
77,48,B
51,35,B
38,18,C
96,44,A
75,73,A
98,15,B
36,65,B
46,60,B
24,31,C
24,23,C
55,74,B
75,64,B
36,82,B
23,37,C
50,79,B
82,32,B
30,69,B
27,39,C
71,20,B
24,27,C
46,46,B
36,63,B
23,72,B
72,97,A
76,53,B
55,68,B
45,78,B
23,21,C
42,33,C
42,71,B
27,25,C
13,70,B
13,34,C
80,58,B
82,99,A
54,29,B
23,46,C
73,52,B
22,94,B
51,17,C
65,90,A
37,31,C
10,63,C
93,62,A
19,33,C
96,24,B
40,67,B
24,54,C
30,90,B
20,49,C
64,25,B
20,64,B
55,73,B
90,36,B
94,39,B
25,64,B
89,77,A
58,12,C
57,18,C
63,83,A
83,63,A
10,38,C
23,37,C
76,94,A
71,11,B
41,97,B
43,91,B
75,60,B
29,76,B
35,62,B
82,11,B
53,81,B
53,14,C
96,80,A
33,68,B
10,50,C
12,94,B
88,10,B
82,66,A
13,97,B
15,34,C
25,27,C
74,87,A
22,71,B
34,38,C
78,45,B
98,47,A
39,68,B
33,94,B
45,84,B
33,51,B
66,57,B
74,68,A
60,26,B
98,13,B
100,41,A
37,23,C
92,11,B
11,54,C
17,94,B
70,78,A
92,35,B
33,33,C
44,39,B
91,30,B
55,76,B
41,21,C
48,53,B
89,22,B
55,70,B
43,29,C
93,36,B
42,73,B
28,57,B
40,39,C
23,88,B
29,61,B
93,95,A
11,73,B
11,68,C
13,87,B
87,29,B
64,73,B
20,57,C
61,10,C
22,81,B
43,28,C
18,79,B
35,48,B
66,17,B
49,32,B
23,18,C
90,82,A
68,79,A
38,29,C
13,74,B
86,43,B
40,52,B
21,69,B
35,33,C
52,60,B
89,52,A
67,82,A
94,27,B
25,29,C
90,62,A
85,63,A
19,73,B
100,58,A
30,98,B
23,34,C
56,36,B
40,27,C
100,15,B
13,55,C
78,37,B
83,90,A
88,38,B
39,44,B
74,39,B
53,71,B
84,64,A
69,50,B
80,68,A
96,18,B
84,74,A
26,28,C
39,63,B
51,44,B
54,64,B
45,43,B
90,55,A
34,42,C
82,19,B
97,46,A
79,45,B
12,84,B
83,43,B
64,50,B
55,14,C
69,75,A
88,56,A
15,84,B
50,84,B
40,40,B
27,32,C
61,50,B
54,78,B
65,98,A
81,85,A
35,16,C
97,59,A
27,16,C
24,11,C
78,80,A
82,49,B
15,63,C
19,84,B
89,70,A
51,11,C
16,83,B
91,93,A
64,69,B
89,89,A
20,63,B
57,57,B
51,24,C
88,87,A
53,92,A
46,73,B
26,36,C
86,40,B
23,38,C
53,27,B
77,96,A
36,31,C
83,45,B
22,16,C
70,95,A
33,22,C
42,88,B
55,67,B
93,31,B
50,69,B
11,82,B
72,76,A
79,11,B
31,13,C
75,42,B
85,38,B
33,82,B
21,87,B
55,70,B
43,80,B
61,40,B
66,68,B
58,40,B
87,38,B
24,34,C
49,85,B
95,40,B
10,49,C
71,61,B
31,82,B
28,77,B
65,83,A
57,77,B
21,50,C
72,38,B
100,28,B
29,65,B
88,68,A
98,33,B
95,90,A
83,87,A
85,65,A
44,16,C
94,36,B
92,36,B
54,78,B
69,69,B
56,22,C
81,38,B
13,90,B
30,66,B
88,99,A
94,76,A
58,27,B
68,10,C
19,81,B
77,14,B
11,100,B
39,34,C
64,93,A
65,87,A
78,71,A
12,49,C
62,96,A
70,20,B
38,92,B
60,25,B
20,90,B
70,26,B
87,41,B
38,51,B
32,23,C
97,94,A
75,60,B
73,76,A
71,52,B
17,100,B
23,78,B
76,76,A
49,20,C
51,38,B
59,78,B
19,64,B
44,36,B
31,31,C
42,35,C
60,66,B
47,79,B
36,19,C
52,81,B
55,40,B
97,94,A
78,79,A
82,81,A
20,30,C
18,35,C
37,77,B
91,89,A
92,31,B
14,32,C
77,25,B
87,68,A
41,54,B
65,87,A
76,34,B
51,37,B
31,22,C
71,56,B
95,16,B
74,28,B
62,61,B
87,44,B
74,74,A
47,29,C
34,72,B
71,91,A
27,54,B
90,36,B
71,42,B
80,55,B
85,96,A
74,79,A
50,16,C
55,54,B
46,65,B
53,39,B
22,38,C
64,22,B
69,35,B
16,19,C
77,38,B
72,17,B
48,89,B
69,40,B
43,80,B
48,44,B
15,86,B
100,22,B
99,98,A
55,41,B
29,38,C
49,26,C
17,44,C
62,78,A
50,67,B
85,81,A
25,57,B
19,38,C
54,21,C
81,17,B
74,37,B
100,16,B
51,31,B
25,93,B
13,89,B
69,29,B
11,39,C
49,17,C
16,19,C
22,47,C
53,52,B
31,55,B
98,19,B
56,42,B
89,10,B
37,100,B
35,43,C
96,50,A
72,83,A
94,83,A
89,75,A
40,57,B
73,43,B
41,75,B
66,98,A
46,79,B
10,52,C
98,14,B
57,85,A
19,38,C
98,41,B
56,31,B
36,97,B
80,66,A
69,99,A
88,45,B
63,63,B
82,96,A
32,92,B
83,72,A
39,98,B
92,88,A
63,19,B
38,27,C
32,44,C
72,62,B
56,100,A
16,74,B
29,66,B
88,62,A
26,44,C
23,58,B
33,69,B
99,10,B
43,70,B
65,60,B
46,78,B
80,75,A
14,39,C
24,87,B
32,92,B
79,75,A
88,97,A
97,71,A
37,13,C
58,54,B
64,42,B
34,65,B
81,60,A
60,82,A
77,55,B
93,50,A
49,63,B
12,80,B
35,90,B
20,20,C
25,67,B
72,89,A
16,62,C
61,36,B
79,53,B
74,74,A
22,81,B
91,78,A
51,74,B
26,27,C
75,84,A
32,33,C
18,29,C
44,12,C
37,72,B
31,31,C
57,91,A
24,32,C
16,33,C
92,36,B
77,30,B
11,99,B
68,90,A
20,16,C
81,63,A
37,78,B
69,51,B
95,42,B
45,26,C
92,58,A
75,67,A
47,62,B
44,94,B
13,33,C
21,21,C
15,11,C
20,82,B
92,75,A
14,42,C
49,39,B
67,80,A
60,40,B
51,53,B
66,57,B
79,26,B
95,96,A
95,53,A
28,54,B
93,36,B
45,40,B
78,28,B
66,97,A
56,83,B
98,59,A
74,13,B
17,27,C
37,64,B
63,64,B
62,91,A
13,76,B
35,80,B
22,37,C
91,35,B
35,29,C
41,32,C
14,79,B
51,52,B
33,54,B
14,50,C
10,57,C
11,11,C
45,89,B
35,11,C
43,96,B
29,77,B
80,42,B
98,22,B
30,54,B
83,79,A
36,57,B
41,55,B
42,96,B
72,70,A
26,79,B
22,48,C
43,14,C
27,91,B
24,47,C
70,76,A
98,79,A
76,81,A
79,20,B
66,90,A
26,13,C
55,25,B
51,40,B
66,44,B
50,36,B
69,14,B
98,97,A
27,39,C
56,96,A
36,15,C
31,42,C
71,64,B
78,76,A
27,20,C
69,47,B
34,100,B
62,20,B
31,26,C
52,46,B
66,67,B
11,87,B
34,32,C
76,71,A
92,77,A
59,12,C
53,59,B
59,98,A
58,74,B
82,100,A
95,87,A
66,24,B
100,90,A
75,59,B
13,42,C
10,49,C
57,30,B
79,30,B
98,94,A
18,64,B
14,89,B
35,32,C
33,71,B
88,48,B
74,87,A
60,95,A
97,99,A
24,42,C
14,28,C
24,89,B
17,46,C
76,86,A
38,57,B
16,11,C
92,43,B
54,52,B
21,57,C
71,52,B
12,62,C
54,56,B
80,58,B
92,21,B
92,36,B
97,95,A
61,46,B
42,69,B
52,45,B
20,36,C
20,84,B
25,67,B
84,17,B
25,80,B
48,31,C
77,96,A
24,30,C
40,100,A
70,68,B
75,44,B
59,36,B
90,61,A
36,77,B
91,47,B
68,64,B
82,63,A
51,81,B
31,68,B
19,47,C
27,34,C
20,70,B
97,56,A
66,60,B
97,25,B
27,85,B
58,16,C
93,77,A
19,34,C
28,73,B
57,35,B
13,69,B
10,66,C
16,40,C
71,33,B
13,58,C
75,96,A
72,43,B
98,69,A
45,41,B
60,76,B
54,63,B
32,76,B
97,13,B
98,32,B
56,42,B
72,33,B
77,49,B
56,30,B
95,94,A
34,48,B
51,98,A
25,91,B
10,92,B
82,89,A
74,89,A
76,69,A
87,99,A
50,74,B
51,17,C
17,18,C
14,29,C
39,13,C
100,76,A
64,31,B
44,25,C
83,43,B
64,92,A
94,50,A
53,29,B
95,69,A
96,71,A
31,68,B
54,25,C
35,11,C
10,42,C
38,67,B
27,53,B
36,42,C
81,97,A
56,54,B
51,90,A
83,89,A
71,78,A
33,99,B
73,23,B
97,36,B
59,16,C
11,41,C
16,55,C
37,12,C
17,94,B
15,54,C
18,34,C
15,76,B
35,82,B
46,46,B
62,29,B
60,77,B
89,53,A
93,26,B
43,21,C
66,40,B
61,85,A
22,83,B
35,78,B
42,96,B
23,85,B
55,53,B
21,39,C
98,51,A
28,85,B
57,24,B
44,33,C
86,52,B
88,26,B
86,80,A
45,65,B
44,100,A
54,42,B
32,13,C
33,91,B
33,76,B
44,14,C
12,53,C
65,37,B
48,63,B
64,21,B
31,27,C
10,45,C
90,93,A
57,18,C
89,62,A
49,97,A
44,91,B
13,95,B
54,71,B
50,68,B
79,29,B
48,89,B
100,14,B
26,32,C
52,15,C
31,17,C
49,99,A
20,47,C
83,86,A
47,91,B
95,11,B
75,80,A
69,96,A
94,50,A
64,42,B
74,11,B
47,75,B
60,77,B
71,36,B
62,11,C
61,21,B
41,84,B
27,26,C
40,53,B
57,92,A
82,19,B
25,27,C
18,54,C
84,14,B
93,61,A
21,38,C
53,29,B
47,15,C
19,31,C
73,60,B
30,32,C
28,82,B
69,32,B
82,86,A
53,35,B
47,33,B
33,22,C
80,57,B
26,45,C
35,30,C
21,94,B
44,23,C
20,82,B
76,89,A
97,41,B
69,86,A
66,43,B
10,69,C
22,62,B
37,71,B
34,33,C
64,17,B
68,61,B
80,39,B
72,73,A
23,67,B
97,95,A
64,30,B
55,40,B
69,25,B
25,98,B
79,61,A
54,47,B
41,72,B
95,27,B
80,53,B
26,46,C
85,17,B
69,51,B
51,54,B
82,29,B
96,81,A
96,18,B
100,76,A
98,75,A
91,28,B
97,62,A
75,100,A
13,67,B
51,15,C
63,99,A
53,97,A
39,16,C
65,92,A
29,42,C
23,20,C
23,31,C
46,88,B
27,78,B
20,77,B
17,100,B
22,71,B
86,72,A
100,14,B
79,33,B
15,30,C
28,90,B
71,34,B
29,39,C
50,13,C
80,75,A
61,51,B
11,70,B
49,27,C
98,19,B
16,39,C
23,42,C
12,48,C
16,87,B
87,92,A
37,75,B
64,48,B
88,96,A
71,96,A
78,23,B
69,59,B
21,40,C
40,52,B
46,85,B
67,20,B
76,65,A
16,46,C
37,40,C
54,87,A
19,43,C
41,55,B
32,61,B
71,42,B
99,67,A
70,81,A
67,92,A
98,34,B
20,11,C
65,45,B
68,57,B
52,43,B
38,97,B
81,85,A
30,62,B
14,81,B
70,29,B
84,63,A
87,33,B
82,27,B
53,14,C
51,59,B
13,78,B
31,13,C
15,27,C
68,86,A
82,24,B
86,70,A
79,94,A
17,90,B
98,23,B
80,14,B
30,74,B
88,94,A
28,11,C
77,73,A
15,85,B
38,56,B
65,26,B
100,83,A
14,46,C
45,22,C
13,62,C
80,13,B
42,36,C
86,87,A
27,16,C
52,24,C
88,95,A
39,20,C
98,33,B
68,19,B
35,22,C
29,56,B
29,16,C
70,39,B
92,69,A
65,68,B
18,93,B
65,78,A
53,90,A
68,22,B
14,76,B
50,28,C
22,59,B
90,10,B
13,43,C
44,21,C
82,72,A
26,13,C
38,72,B
68,43,B
95,68,A
83,24,B
48,62,B
57,97,A
17,18,C
96,30,B
59,26,B
36,25,C
95,25,B
41,17,C
80,10,B
88,49,B
53,28,B
59,77,B
71,59,B
74,85,A
58,35,B
61,92,A
18,64,B
59,71,B
92,25,B
47,25,C
91,64,A
74,43,B
83,77,A
60,55,B
89,45,B
38,57,B
29,43,C
14,77,B
75,72,A
95,17,B
10,11,C
49,30,C
34,58,B
19,40,C
38,51,B
43,43,B
52,93,A
87,44,B
81,48,B
68,100,A
76,24,B
69,53,B
17,59,C
100,72,A
54,74,B
68,27,B
71,68,B
47,96,A
50,36,B
46,17,C
50,86,B
83,19,B
63,42,B
22,63,B
37,92,B
25,15,C
53,66,B
47,30,C
14,79,B
80,94,A
90,33,B
34,85,B
89,75,A
36,66,B
26,29,C
49,66,B
15,66,B
46,33,C
90,42,B
73,43,B
100,54,A
32,71,B
83,42,B
52,33,B
69,51,B
49,75,B
15,32,C
66,81,A
14,31,C
77,39,B
56,29,B
35,52,B
77,62,B
30,12,C
44,35,C
70,47,B
26,52,C
86,89,A
46,89,B
36,13,C
34,57,B
95,69,A
41,90,B
52,62,B
95,44,B
97,79,A
77,88,A
95,62,A
90,28,B
28,16,C
76,86,A
81,19,B
17,20,C
35,81,B
36,63,B
65,59,B
30,90,B
54,56,B
55,82,B
62,26,B
68,96,A
55,91,A
75,44,B
100,50,A
41,89,B
49,69,B
69,75,A
81,84,A
86,30,B
76,44,B
27,79,B
41,62,B
37,68,B
22,19,C
45,70,B
16,14,C
54,68,B
23,69,B
44,46,B
63,82,A
56,36,B
93,28,B
37,86,B
69,17,B
46,55,B
47,83,B
55,34,B
48,40,B
32,70,B
22,73,B
81,93,A
52,76,B
87,46,B
51,36,B
29,80,B
99,83,A
80,85,A
53,86,B
33,71,B
39,33,C
85,28,B
78,26,B
11,93,B
82,21,B
93,52,A
45,80,B
40,38,C
75,47,B
88,31,B
51,94,A
51,73,B
97,38,B
14,23,C
72,34,B
49,31,B
31,21,C
41,80,B
83,23,B
78,40,B
91,54,A
44,53,B
16,87,B
99,79,A
30,66,B
92,65,A
15,98,B
94,24,B
75,51,B
55,83,B
51,39,B
27,72,B
71,83,A
41,47,B
50,86,B
65,85,A
98,68,A
71,97,A
30,32,C
64,85,A
85,91,A
72,38,B
62,32,B
93,77,A
93,97,A
93,55,A
26,100,B
14,69,B
47,26,C
55,82,B
66,60,B
25,65,B
71,95,A
88,38,B
46,46,B
34,34,C
33,29,C
38,15,C
51,24,C
58,13,C
81,54,B
94,100,A
90,66,A
69,35,B
28,63,B
51,58,B
17,23,C
17,66,B
11,32,C
64,27,B
96,72,A
98,52,A
24,34,C
43,94,B
90,48,B
78,81,A
76,77,A
44,95,B
58,87,A
33,61,B
79,86,A
85,35,B
21,61,B
71,97,A
28,32,C
61,20,B
79,89,A
16,15,C
29,78,B
34,28,C
89,83,A
92,100,A
37,70,B
79,21,B
98,94,A
83,15,B
82,57,B
10,67,C
85,77,A
49,46,B
97,76,A
14,36,C
16,43,C
86,100,A
95,77,A
93,75,A
99,52,A
16,58,C
29,93,B
92,97,A
83,10,B
70,70,A
88,36,B
33,75,B
88,41,B
86,38,B
12,36,C
38,43,B
27,58,B
88,51,B
70,14,B
62,41,B
45,51,B
36,60,B
36,52,B
87,51,B
99,89,A
38,60,B
47,38,B
97,30,B
80,79,A
65,29,B
54,55,B
15,59,C
56,39,B
21,13,C
49,32,B
68,32,B
31,90,B
40,79,B
56,33,B
97,99,A
59,23,B
60,39,B
17,50,C
16,43,C
52,80,B
26,87,B
50,80,B
49,70,B
83,18,B
38,43,B
44,55,B
22,39,C
28,13,C
71,99,A
12,65,C
63,40,B
62,22,B
24,94,B
75,54,B
16,89,B
29,75,B
19,61,B
74,88,A
57,46,B
89,77,A
54,30,B
68,92,A
85,19,B
41,11,C
41,55,B
54,35,B
87,14,B
20,26,C
51,58,B
80,83,A
45,32,C
41,39,B
42,60,B
80,68,A
43,37,B
96,49,A
55,57,B
82,19,B
18,53,C
10,27,C
53,34,B
91,99,A
48,36,B
71,81,A
43,10,C
33,54,B
15,91,B
17,57,C
85,47,B
13,89,B
33,78,B
96,49,A
75,74,A
81,89,A
56,96,A
99,98,A
78,23,B
80,19,B
65,77,A
30,17,C
59,70,B
37,76,B
29,53,B
87,56,A
60,31,B
15,47,C
45,10,C
52,24,C
31,13,C
75,58,B
55,39,B
20,77,B
76,85,A
100,58,A
17,21,C
31,100,B
61,57,B
76,73,A
70,56,B
83,23,B
69,33,B
36,63,B
29,86,B
42,23,C
23,16,C
60,58,B
70,42,B
61,91,A
77,56,B
95,98,A
80,36,B
38,87,B
18,91,B
91,32,B
30,92,B
36,54,B
48,46,B
17,83,B
82,63,A
16,71,B
47,92,B
95,57,A
26,48,C
51,75,B
93,100,A
51,70,B
54,69,B
25,70,B
73,52,B
65,25,B
43,61,B
58,45,B
11,70,B
35,59,B
74,54,B
14,50,C
16,77,B
32,52,B
59,51,B
93,27,B
48,57,B
97,82,A
63,91,A
74,12,B
98,69,A
52,76,B
73,36,B
28,76,B
35,14,C
57,15,C
36,62,B
40,33,C
65,70,B
37,37,C
40,70,B
40,19,C
64,92,A
50,79,B
93,90,A
92,62,A
86,83,A
71,10,B
32,94,B
14,65,C
85,74,A
89,61,A
19,68,B
51,79,B
77,46,B
49,91,A
30,75,B
48,15,C
68,90,A
82,29,B
69,62,B
100,54,A
80,71,A
48,81,B
63,34,B
90,58,A
50,60,B
39,16,C
75,15,B
22,60,B
64,21,B
67,68,B
86,54,A
86,72,A
94,90,A
93,68,A
11,17,C
31,29,C
93,15,B
93,14,B
20,70,B
33,81,B
55,24,C
31,79,B
55,16,C
53,96,A
21,50,C
43,62,B
73,70,A
84,93,A
71,96,A
63,90,A
99,59,A
38,30,C
67,43,B
94,90,A
50,88,B
52,39,B
21,14,C
70,96,A
12,15,C
32,65,B
99,54,A
35,21,C
20,79,B
23,45,C
50,48,B
47,24,C
42,57,B
74,99,A
43,72,B
32,20,C
55,57,B
93,72,A
31,87,B
66,88,A
82,21,B
99,95,A
79,99,A
18,80,B
40,88,B
81,39,B
33,98,B
97,82,A
15,75,B
17,44,C
41,42,B
30,66,B
84,24,B
96,73,A
12,42,C
40,43,B
56,93,A
89,99,A
45,83,B
26,40,C
18,17,C
18,77,B
40,84,B
72,24,B
40,65,B
70,80,A
96,46,A
93,90,A
77,77,A
96,86,A
19,49,C
48,74,B
84,69,A
27,36,C
14,20,C
60,73,B
95,21,B
11,14,C
55,36,B
72,22,B
72,59,B
46,87,B
59,96,A
15,19,C
55,92,A
32,72,B
39,66,B
82,55,B
79,47,B
69,82,A
38,48,B
12,10,C
23,37,C
87,22,B
51,90,A
86,44,B
88,81,A
73,77,A
52,88,A
34,23,C
52,98,A
71,37,B
13,53,C
33,54,B
19,23,C
34,20,C
76,12,B
24,32,C
61,64,B
14,66,B
50,46,B
77,100,A
95,63,A
29,22,C
27,30,C
50,58,B
27,13,C
44,49,B
89,56,A
20,44,C
90,53,A
47,84,B
26,78,B
65,62,B
100,72,A
55,85,A
58,76,B
56,82,B
90,58,A
50,99,A
39,21,C
22,46,C
17,93,B
93,45,B
77,99,A
16,59,C
71,83,A
39,10,C
52,40,B
17,41,C
52,98,A
63,41,B
93,45,B
76,99,A
44,86,B
68,34,B
56,39,B
80,11,B
76,75,A
33,53,B
10,16,C
37,29,C
96,20,B
78,56,B
42,16,C
27,11,C
70,89,A
68,56,B
97,46,A
34,24,C
34,44,C
68,40,B
40,13,C
56,67,B
39,69,B
54,65,B
39,50,B
87,88,A
73,14,B
27,16,C
72,63,B
70,77,A
77,91,A
56,27,B
38,70,B
54,52,B
96,35,B
39,16,C
29,72,B
82,16,B
31,87,B
75,49,B
73,44,B
68,86,A
71,73,A
82,20,B
96,92,A
67,46,B
89,91,A
39,97,B
12,61,C
63,44,B
70,85,A
70,51,B
21,76,B
96,44,A
33,41,C
72,78,A
74,49,B
21,79,B
37,20,C
72,57,B
90,20,B
49,67,B
32,33,C
25,34,C
66,52,B
64,52,B
19,90,B
64,70,B
39,90,B
66,64,B
33,66,B
50,19,C
67,95,A
73,81,A
64,69,B
93,79,A
50,54,B
85,89,A
40,86,B
73,30,B
47,24,C
50,64,B
93,65,A
80,36,B
81,13,B
64,70,B
30,87,B
66,86,A
40,77,B
18,36,C
65,35,B
78,74,A
53,58,B
66,49,B
66,33,B
23,76,B
47,39,B
18,55,C
51,68,B
42,74,B
74,62,B
89,54,A
80,89,A
68,92,A
20,30,C
46,74,B
88,90,A
22,61,B
48,91,B
34,60,B
21,66,B
90,11,B
44,15,C
12,83,B
66,48,B
10,94,B
83,18,B
13,42,C
100,36,B
84,52,B
11,89,B
69,57,B
36,32,C
14,83,B
100,91,A
80,67,A
87,14,B
90,85,A
90,100,A
22,87,B
22,35,C
63,42,B
71,18,B
45,16,C
91,66,A
87,64,A
50,21,C
64,68,B
71,75,A
22,55,C
64,73,B
53,57,B
53,32,B
48,51,B
71,42,B
44,82,B
18,30,C
12,39,C
27,49,C
20,78,B
83,23,B
23,16,C
38,53,B
94,30,B
74,96,A
10,10,C
14,20,C
87,99,A
53,72,B
18,79,B
46,21,C
25,25,C
44,60,B
20,28,C
52,83,B
46,60,B
11,70,B
97,21,B
31,86,B
69,94,A
29,86,B
35,10,C
20,99,B
40,43,B
18,12,C
17,75,B
20,30,C
11,66,C
37,52,B
96,31,B
52,16,C
43,63,B
24,32,C
35,67,B
79,12,B
81,63,A
39,70,B
32,63,B
35,83,B
93,16,B
14,77,B
44,21,C
50,72,B
52,69,B
86,94,A
97,84,A
96,55,A
43,77,B
23,18,C
97,83,A
82,66,A
70,32,B
70,41,B
19,96,B
29,89,B
19,34,C
30,70,B
70,74,A
68,83,A
42,36,C
12,52,C
24,76,B
37,10,C
51,16,C
99,59,A
10,17,C
43,70,B
37,25,C
81,85,A
85,68,A
63,14,C
44,71,B
84,98,A
100,12,B
43,23,C
23,13,C
10,28,C
20,37,C
80,29,B
71,59,B
76,16,B
60,51,B
36,73,B
51,41,B
67,95,A
55,45,B
95,68,A
77,82,A
65,14,C
65,66,B
18,14,C
15,14,C
51,67,B
89,36,B
66,26,B
51,80,B
30,77,B
20,30,C
86,34,B
42,75,B
79,90,A
36,44,B
46,91,B
87,14,B
21,92,B
51,75,B
65,94,A
45,40,B
94,33,B
97,17,B
21,91,B
22,72,B
74,35,B
96,92,A
89,35,B
93,96,A
24,60,B
20,96,B
97,28,B
93,16,B
26,58,B
83,42,B
88,91,A
22,90,B
36,58,B
21,52,C
76,52,B
46,93,B
100,69,A
60,99,A
45,19,C
21,100,B
21,80,B
40,40,B
99,56,A
91,20,B
75,32,B
49,32,B
59,77,B
98,67,A
13,20,C
45,43,B
82,21,B
16,31,C
35,78,B
11,88,B
54,17,C
84,57,A
89,80,A
26,89,B
82,63,A
68,96,A
46,44,B
74,56,B
90,34,B
67,12,C
71,59,B
44,36,B
67,22,B
42,70,B
46,53,B
79,100,A
93,94,A
36,11,C
69,37,B
18,54,C
22,71,B
22,81,B
19,69,B
75,66,A
19,80,B
74,18,B
54,28,B
30,39,C
96,50,A
16,90,B
86,20,B
90,71,A
89,29,B
27,51,C
24,87,B
60,73,B
68,52,B
88,57,A
28,22,C
98,85,A
33,64,B
63,46,B
86,98,A
64,82,A
38,81,B
88,83,A
40,100,A
24,26,C
57,63,B
100,93,A
83,71,A
89,54,A
57,83,A
92,43,B
32,81,B
13,16,C
70,30,B
56,20,C
25,26,C
51,34,B
16,94,B
46,78,B
19,94,B
69,29,B
51,30,B
11,53,C
92,72,A
34,92,B
95,96,A
64,53,B
50,30,B
41,18,C
61,33,B
78,15,B
60,89,A
30,90,B
79,26,B
94,44,B
63,18,B
63,44,B
62,41,B
86,68,A
94,11,B
50,94,A
58,54,B
74,32,B
52,20,C
42,77,B
25,23,C
47,28,C
83,78,A
